emp_length,homeownership,annual_income,verified_income,debt_to_income,credit_checks,total_credit_limit,total_credit_utilized,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,grade,issue_month
8,MORTGAGE,275000,Source Verified,19.2,1,655736,121893,0,debt_consolidation,8000,36,13.59,C,Feb-18
10,RENT,90000,Not Verified,16.31,4,79813,50734,1,debt_consolidation,7000,36,10.41,B,Feb-18
5,MORTGAGE,45000,Verified,42.64,3,243108,47123,0,debt_consolidation,24000,60,9.93,B,Jan-18
10,MORTGAGE,45000,Not Verified,17.49,3,205174,27470,0,debt_consolidation,10000,36,7.97,A,Feb-18
10,RENT,56000,Not Verified,32.32,5,80123,50384,0,debt_consolidation,2500,36,19.42,D,Mar-18
2,MORTGAGE,58500,Verified,18.17,2,239313,163262,0,other,25000,60,18.45,D,Mar-18
0,MORTGAGE,170000,Not Verified,7.2,3,526275,59144,0,home_improvement,5000,36,6.72,A,Jan-18
5,MORTGAGE,33427.94,Source Verified,3.48,1,83600,3503,0,debt_consolidation,9000,36,10.91,B,Jan-18
NA,RENT,9600,Source Verified,20.73,0,2900,1220,0,debt_consolidation,5000,36,17.47,D,Mar-18
10,RENT,92000,Not Verified,9.37,3,44560,24203,0,credit_card,10000,36,10.41,B,Mar-18
NA,MORTGAGE,12036,Verified,74.38,0,53765,26641,0,debt_consolidation,1200,36,6.72,A,Jan-18
4,MORTGAGE,49000,Not Verified,15.28,4,318564,35342,0,debt_consolidation,10000,36,9.44,B,Feb-18
4,RENT,35000,Source Verified,9.09,4,19023,6155,0,debt_consolidation,6000,36,12.61,C,Mar-18
0,RENT,35000,Not Verified,3.67,4,27400,2301,0,debt_consolidation,2500,36,7.96,A,Mar-18
4,OWN,50000,Verified,2.7,1,7400,6174,0,credit_card,32000,36,10.9,B,Mar-18
10,MORTGAGE,98000,Not Verified,16.07,3,300427,43011,0,debt_consolidation,28000,60,21.85,D,Feb-18
NA,RENT,20400,Verified,9.82,0,41800,4561,0,debt_consolidation,10000,36,7.96,A,Mar-18
10,MORTGAGE,108000,Verified,21.08,3,209236,46828,0,debt_consolidation,35000,60,9.43,B,Mar-18
NA,MORTGAGE,65318.52,Not Verified,22.18,1,376960,61520,0,home_improvement,25000,60,15.04,C,Mar-18
10,MORTGAGE,90000,Source Verified,13.72,4,324219,49013,0,debt_consolidation,15000,60,14.07,C,Mar-18
10,MORTGAGE,52000,Source Verified,15.3,0,182460,20570,1,credit_card,16000,36,10.9,B,Mar-18
8,MORTGAGE,109000,Not Verified,13.82,2,207658,25038,0,debt_consolidation,20000,36,6.08,A,Feb-18
1,RENT,65000,Source Verified,15.94,1,79132,75734,0,credit_card,10000,36,9.93,B,Jan-18
1,RENT,55000,Not Verified,11.52,0,21664,15558,0,car,10000,36,12.61,C,Mar-18
10,MORTGAGE,58000,Not Verified,18.48,0,190462,30328,0,debt_consolidation,15000,60,10.42,B,Feb-18
10,MORTGAGE,84000,Source Verified,22.6,1,300443,40043,0,debt_consolidation,11100,60,30.17,F,Jan-18
10,RENT,85000,Verified,21.22,3,66747,58091,0,debt_consolidation,24000,60,19.42,D,Feb-18
1,OWN,33000,Not Verified,20.58,1,43680,9854,1,credit_card,1950,36,9.43,B,Mar-18
NA,MORTGAGE,40000,Verified,7.2,0,337841,6345,0,debt_consolidation,15000,60,17.47,D,Mar-18
3,RENT,46800,Source Verified,16.62,0,49968,19694,0,house,8000,36,7.34,A,Mar-18
10,RENT,48000,Not Verified,15.38,0,33465,24690,1,debt_consolidation,8500,36,7.96,A,Mar-18
4,MORTGAGE,67764,Source Verified,17.62,2,36414,20547,1,debt_consolidation,12000,36,13.58,C,Mar-18
4,OWN,26000,Verified,10.85,0,64964,12447,0,credit_card,24000,60,9.43,B,Mar-18
3,MORTGAGE,245000,Verified,36.25,1,673970,253507,0,debt_consolidation,12475,60,21.85,D,Mar-18
2,RENT,45000,Not Verified,27.28,0,43629,26502,1,credit_card,11500,60,21.85,D,Mar-18
0,RENT,24000,Verified,1.25,1,56150,62410,1,other,1000,36,22.91,E,Jan-18
10,MORTGAGE,80000,Not Verified,0.75,3,351650,389,0,home_improvement,15000,36,12.61,C,Mar-18
10,MORTGAGE,52000,Verified,12.08,5,346008,21479,0,credit_card,13250,36,9.93,B,Feb-18
9,MORTGAGE,70000,Source Verified,13.75,2,71363,11326,0,house,10000,36,6.72,A,Jan-18
3,RENT,100000,Source Verified,8.59,0,30633,26536,0,credit_card,18000,36,19.42,D,Mar-18
10,MORTGAGE,95000,Source Verified,18.89,9,447224,43133,1,vacation,2400,36,9.92,B,Mar-18
10,MORTGAGE,78000,Not Verified,19.97,0,198876,42810,0,debt_consolidation,21700,60,14.07,C,Mar-18
10,RENT,65000,Verified,37.06,1,314622,67203,0,debt_consolidation,36525,36,10.42,B,Jan-18
2,MORTGAGE,85000,Not Verified,17.61,10,50967,20742,0,credit_card,5000,36,7.35,A,Jan-18
10,MORTGAGE,138000,Not Verified,27.51,2,258453,162295,0,debt_consolidation,28000,36,6.71,A,Mar-18
10,MORTGAGE,72900,Not Verified,21.05,5,279032,55690,0,debt_consolidation,35000,36,12.62,C,Feb-18
10,MORTGAGE,100000,Not Verified,38.45,5,633688,238418,0,credit_card,40000,60,21.45,D,Feb-18
NA,MORTGAGE,31000,Not Verified,17.96,0,53200,14413,0,credit_card,14000,60,16.01,C,Feb-18
10,MORTGAGE,95000,Not Verified,6.27,1,37828,12238,1,home_improvement,20000,60,16.02,C,Jan-18
10,RENT,28000,Source Verified,11.36,1,41049,28534,0,debt_consolidation,7000,36,10.9,B,Mar-18
6,MORTGAGE,115000,Source Verified,9.11,3,360366,21835,0,debt_consolidation,20000,36,11.99,B,Jan-18
10,RENT,250000,Source Verified,5.44,3,109785,35675,0,credit_card,40000,36,7.34,A,Mar-18
7,RENT,80000,Not Verified,15.46,1,79515,65800,0,credit_card,10000,36,12.61,C,Feb-18
1,RENT,40000,Source Verified,7.2,2,53912,10174,0,car,8000,36,6.71,A,Mar-18
10,RENT,50000,Not Verified,2.42,0,6800,3234,0,credit_card,4000,36,9.43,B,Mar-18
0,RENT,70000,Not Verified,34.13,1,178693,144836,0,credit_card,30000,36,13.59,C,Jan-18
3,RENT,109000,Not Verified,17.68,0,128694,23558,0,debt_consolidation,20000,36,6.08,A,Jan-18
6,MORTGAGE,220000,Source Verified,18.01,3,378528,117424,0,home_improvement,24000,36,7.96,A,Mar-18
10,RENT,35000,Not Verified,25.65,1,53561,24583,0,credit_card,4000,36,7.35,A,Feb-18
0,RENT,47328,Source Verified,10.19,0,21200,12628,0,other,14000,60,10.9,B,Mar-18
9,MORTGAGE,90000,Source Verified,24.17,0,213900,58238,0,debt_consolidation,24000,36,6.07,A,Mar-18
0,RENT,17000,Source Verified,5.44,2,7000,841,0,other,2800,36,19.03,D,Jan-18
10,MORTGAGE,240000,Source Verified,9.49,1,231428,214173,0,debt_consolidation,32000,60,14.08,C,Feb-18
8,MORTGAGE,62000,Source Verified,27.7,1,106801,79437,0,credit_card,12000,36,10.42,B,Feb-18
1,MORTGAGE,66000,Not Verified,1.45,1,108537,857,1,home_improvement,9600,36,9.44,B,Mar-18
10,MORTGAGE,39000,Source Verified,9.78,0,109693,14344,0,credit_card,9600,36,5.31,A,Feb-18
3,RENT,76000,Not Verified,11.81,1,41200,19348,0,debt_consolidation,3500,36,7.97,A,Jan-18
10,MORTGAGE,80000,Not Verified,14.44,2,272788,43916,0,debt_consolidation,8000,36,5.32,A,Jan-18
10,MORTGAGE,110000,Verified,31.18,1,276606,112029,0,debt_consolidation,12000,36,10.91,B,Jan-18
10,MORTGAGE,89000,Source Verified,38.98,0,202173,135598,0,debt_consolidation,32400,36,10.91,B,Jan-18
NA,MORTGAGE,13800,Verified,128.61,0,217328,60586,0,home_improvement,3600,36,19.03,D,Jan-18
10,RENT,31800,Source Verified,14.72,1,77870,71219,0,debt_consolidation,15000,60,12.61,C,Mar-18
0,MORTGAGE,60000,Source Verified,17.58,1,256640,66507,0,debt_consolidation,8300,36,13.59,C,Jan-18
10,MORTGAGE,140000,Source Verified,20.57,0,496187,84245,0,debt_consolidation,25600,36,5.32,A,Jan-18
10,RENT,100000,Verified,22.64,2,106401,56157,0,debt_consolidation,20000,60,13.58,C,Mar-18
2,MORTGAGE,180000,Not Verified,9.92,2,213115,39894,0,debt_consolidation,27900,60,16.01,C,Feb-18
10,MORTGAGE,80000,Not Verified,14.52,3,248359,45562,0,other,4000,36,7.35,A,Jan-18
10,MORTGAGE,71000,Verified,18.61,1,380182,30014,0,other,1000,36,9.92,B,Mar-18
6,MORTGAGE,62000,Source Verified,16.82,0,241400,32794,0,credit_card,24000,60,9.43,B,Feb-18
10,MORTGAGE,156000,Verified,13.22,3,795502,75510,0,credit_card,40000,36,7.35,A,Feb-18
6,MORTGAGE,77000,Not Verified,7.84,2,238075,12146,1,debt_consolidation,22000,36,9.43,B,Mar-18
10,RENT,125000,Not Verified,5.65,3,57344,21474,1,debt_consolidation,6400,36,9.44,B,Feb-18
10,RENT,100000,Source Verified,24.8,1,84494,71412,0,debt_consolidation,12000,36,17.09,D,Jan-18
1,MORTGAGE,85000,Verified,24.42,9,96247,67146,0,debt_consolidation,30000,36,18.06,D,Jan-18
1,OWN,76000,Source Verified,18.08,4,43606,30867,0,debt_consolidation,12000,60,21.85,D,Mar-18
6,RENT,96000,Not Verified,10.66,0,57200,25733,0,credit_card,20000,36,6.72,A,Feb-18
4,MORTGAGE,139500,Source Verified,21.22,3,519231,252708,0,debt_consolidation,24000,36,9.43,B,Feb-18
2,MORTGAGE,74200,Verified,16.19,0,286462,30887,0,debt_consolidation,38400,60,10.42,B,Jan-18
9,MORTGAGE,75000,Not Verified,10.15,2,27522,17401,0,debt_consolidation,10000,60,15.04,C,Mar-18
4,RENT,70000,Source Verified,2.59,1,15600,768,0,debt_consolidation,30000,36,18.06,D,Feb-18
10,RENT,113000,Source Verified,12.86,4,69796,50305,0,debt_consolidation,9000,36,15.04,C,Mar-18
3,RENT,104000,Verified,33.84,3,154069,92720,0,debt_consolidation,28000,36,13.59,C,Feb-18
10,MORTGAGE,12000,Verified,204.13,1,406818,86236,0,debt_consolidation,29000,60,7.35,A,Jan-18
0,RENT,14400,Verified,3.83,1,6300,2300,0,major_purchase,5000,36,15.05,C,Feb-18
1,RENT,30163,Verified,27.7,0,44062,31396,0,debt_consolidation,26000,60,26.77,E,Mar-18
10,MORTGAGE,120000,Verified,7.81,0,249410,42153,0,debt_consolidation,25000,36,7.35,A,Jan-18
10,OWN,79500,Source Verified,17.98,2,265711,53623,0,debt_consolidation,25000,36,11.98,B,Feb-18
1,RENT,35000,Not Verified,22.57,0,34471,16106,0,debt_consolidation,14000,36,13.59,C,Jan-18
9,RENT,51200,Not Verified,9.14,2,30630,17657,0,debt_consolidation,6000,36,11.98,B,Mar-18
7,RENT,46000,Not Verified,36.45,0,91659,41002,0,debt_consolidation,12000,36,7.35,A,Jan-18
10,MORTGAGE,110000,Not Verified,13.6,4,204219,43001,0,credit_card,20000,36,9.92,B,Mar-18
8,RENT,62000,Not Verified,30.38,1,82932,55495,0,credit_card,10000,36,14.08,C,Jan-18
7,MORTGAGE,78000,Source Verified,15.34,1,331619,64230,0,house,10000,60,9.93,B,Feb-18
1,RENT,33800,Source Verified,16.66,0,26369,12811,0,credit_card,5000,36,17.47,D,Mar-18
5,MORTGAGE,105000,Source Verified,16.55,2,290150,49514,0,home_improvement,10000,36,9.43,B,Mar-18
8,OWN,50960,Not Verified,6.88,0,177546,8248,1,other,10000,36,7.97,A,Jan-18
1,OWN,87000,Not Verified,19.97,2,100933,45223,0,credit_card,15000,60,9.43,B,Mar-18
2,RENT,53000,Verified,24.34,0,70700,44039,0,debt_consolidation,17000,36,14.08,C,Feb-18
NA,MORTGAGE,56000,Not Verified,19.95,6,394086,54546,0,debt_consolidation,19475,36,7.97,A,Jan-18
0,RENT,75000,Not Verified,17.23,1,126928,135100,0,debt_consolidation,10000,36,14.07,C,Mar-18
10,MORTGAGE,50000,Source Verified,80.75,4,333189,122964,0,home_improvement,8000,36,9.93,B,Jan-18
1,RENT,56000,Not Verified,11.62,5,43051,25988,0,debt_consolidation,10000,36,10.42,B,Jan-18
3,RENT,60000,Verified,20.16,7,44529,38961,0,credit_card,16000,60,25.82,E,Feb-18
10,MORTGAGE,78900,Source Verified,34.02,0,82341,56537,0,debt_consolidation,14000,60,25.82,E,Feb-18
3,MORTGAGE,118000,Not Verified,19.71,2,322264,138654,0,debt_consolidation,11300,36,7.35,A,Feb-18
10,MORTGAGE,85000,Source Verified,19.95,3,107363,56328,1,debt_consolidation,15000,60,15.05,C,Jan-18
1,RENT,40000,Not Verified,15.53,0,48825,12864,0,credit_card,10000,36,7.96,A,Mar-18
10,OWN,65000,Verified,38.29,2,197348,93177,0,credit_card,25000,36,13.58,C,Mar-18
NA,MORTGAGE,24000,Verified,35.5,0,35721,4498,1,debt_consolidation,15000,60,16.01,C,Feb-18
9,MORTGAGE,75999,Not Verified,34.38,3,427674,61999,0,credit_card,19200,36,7.34,A,Mar-18
10,MORTGAGE,130000,Not Verified,9.53,0,333400,21579,0,other,14000,36,6.08,A,Jan-18
1,RENT,45000,Source Verified,27.92,0,85141,66587,0,debt_consolidation,13000,36,12.61,C,Mar-18
10,MORTGAGE,45000,Source Verified,25.31,0,120239,18703,1,debt_consolidation,28000,60,16.02,C,Feb-18
10,MORTGAGE,114000,Not Verified,18.57,1,270750,68969,0,debt_consolidation,26000,60,11.99,B,Feb-18
5,RENT,55000,Not Verified,20.05,0,79216,32701,0,debt_consolidation,7000,36,6.08,A,Feb-18
1,RENT,50000,Source Verified,23.97,0,40505,32000,0,debt_consolidation,25000,60,30.79,G,Feb-18
10,OWN,37000,Verified,30.51,0,22100,20882,0,debt_consolidation,20000,36,16.02,C,Jan-18
2,RENT,65000,Source Verified,21.92,4,75090,62056,0,debt_consolidation,20000,60,12.61,C,Mar-18
0,MORTGAGE,120000,Not Verified,14.24,0,234786,15152,0,debt_consolidation,12000,36,12.61,C,Mar-18
2,RENT,56000,Not Verified,6.79,0,11227,5428,0,debt_consolidation,8650,36,14.08,C,Jan-18
5,RENT,70000,Not Verified,3.82,3,43000,12090,0,debt_consolidation,7500,36,17.09,D,Jan-18
10,MORTGAGE,196000,Not Verified,14.4,4,364145,68480,0,debt_consolidation,21000,36,7.96,A,Mar-18
9,OWN,150000,Verified,4.66,1,18523,11676,0,debt_consolidation,12000,36,10.42,B,Jan-18
7,OWN,73000,Not Verified,26.04,1,106477,52823,1,debt_consolidation,10000,36,7.34,A,Mar-18
10,MORTGAGE,66000,Not Verified,26.4,3,256583,44503,0,home_improvement,25000,60,9.92,B,Mar-18
NA,OWN,14000,Source Verified,17.67,1,26800,8071,0,debt_consolidation,8500,36,6.72,A,Jan-18
3,RENT,77000,Source Verified,24.06,3,118301,59821,0,credit_card,18000,36,10.42,B,Feb-18
0,RENT,52000,Not Verified,16.39,3,196996,111470,0,credit_card,18000,60,6.71,A,Mar-18
10,RENT,93500,Source Verified,17.16,8,82765,55098,0,other,9500,36,16.01,C,Mar-18
0,MORTGAGE,55000,Not Verified,23.88,0,50324,34535,0,debt_consolidation,20000,36,14.08,C,Jan-18
1,RENT,90000,Not Verified,8.79,2,60174,43395,1,debt_consolidation,10000,36,10.9,B,Mar-18
4,MORTGAGE,70000,Not Verified,13.5,0,57300,32079,0,debt_consolidation,30000,36,5.31,A,Mar-18
5,RENT,100000,Source Verified,27.72,0,91211,59802,0,debt_consolidation,28000,60,17.47,D,Mar-18
10,MORTGAGE,85000,Source Verified,29.58,1,258069,44987,1,home_improvement,25000,36,9.93,B,Feb-18
8,MORTGAGE,195000,Source Verified,12.95,0,466959,50542,0,debt_consolidation,30000,36,9.43,B,Mar-18
6,RENT,90000,Source Verified,14.66,0,67100,42912,0,debt_consolidation,40000,60,14.08,C,Jan-18
NA,RENT,31000,Verified,25.18,1,49833,35206,0,debt_consolidation,8000,36,7.97,A,Jan-18
2,RENT,35000,Source Verified,8.02,2,16680,5178,0,other,12000,36,7.35,A,Jan-18
1,RENT,81000,Not Verified,18.5,3,88743,41532,0,house,12000,60,15.05,C,Jan-18
10,RENT,30000,Source Verified,19.8,2,17200,10937,0,credit_card,8000,36,14.07,C,Feb-18
8,MORTGAGE,50000,Source Verified,13.08,1,24718,19917,0,debt_consolidation,10000,36,11.99,B,Jan-18
1,RENT,100000,Not Verified,9.17,2,76253,32931,0,credit_card,6650,36,5.31,A,Mar-18
7,MORTGAGE,70000,Not Verified,6.36,0,135003,12467,0,credit_card,10000,36,5.32,A,Jan-18
3,RENT,39053,Not Verified,22.86,1,56303,36509,0,credit_card,5200,36,11.99,B,Jan-18
3,RENT,55000,Source Verified,12.52,2,41334,22722,0,debt_consolidation,15525,60,15.04,C,Mar-18
10,MORTGAGE,60000,Source Verified,9.8,3,401380,19836,0,debt_consolidation,6000,36,6.72,A,Jan-18
9,RENT,22000,Source Verified,9.93,0,50500,5798,0,medical,5000,36,7.97,A,Jan-18
2,MORTGAGE,44190,Source Verified,18.98,4,214923,45979,0,other,3500,36,5.32,A,Jan-18
NA,MORTGAGE,23000,Verified,22.66,8,136400,25492,0,credit_card,15000,36,22.91,E,Feb-18
10,RENT,120000,Source Verified,16.72,0,103833,55430,0,debt_consolidation,21625,60,10.91,B,Feb-18
5,MORTGAGE,67000,Verified,33.01,1,319800,82624,0,home_improvement,11200,36,15.05,C,Mar-18
10,MORTGAGE,137000,Not Verified,14.16,5,489700,99129,0,debt_consolidation,40000,36,7.35,A,Jan-18
10,MORTGAGE,30000,Verified,3.76,3,172525,4321,0,major_purchase,10000,36,11.99,B,Jan-18
NA,RENT,75000,Verified,17.74,1,72903,42822,1,debt_consolidation,36000,36,9.93,B,Feb-18
4,RENT,44500,Source Verified,19.85,5,62726,52483,0,debt_consolidation,17000,60,20,D,Feb-18
1,MORTGAGE,42000,Source Verified,11.66,3,143898,14360,1,credit_card,9000,36,13.59,C,Jan-18
10,RENT,119000,Verified,8.64,4,34200,23542,1,debt_consolidation,28000,60,26.77,E,Mar-18
NA,RENT,63000,Not Verified,35.12,4,104541,72540,0,credit_card,15000,60,16.01,C,Mar-18
5,RENT,41600,Not Verified,5.25,0,12800,7178,0,credit_card,7000,36,5.31,A,Feb-18
10,MORTGAGE,50000,Verified,10.8,1,40236,20854,0,debt_consolidation,20000,60,21.85,D,Mar-18
0,RENT,19719,Not Verified,3.04,1,18150,15586,0,credit_card,1000,36,11.99,B,Jan-18
4,MORTGAGE,74500,Source Verified,21.62,0,97004,85097,0,debt_consolidation,7000,36,6.08,A,Jan-18
4,RENT,50000,Source Verified,34.04,2,68456,30568,0,credit_card,5000,36,19.03,D,Jan-18
8,MORTGAGE,75000,Source Verified,21.52,0,185493,107458,0,credit_card,30000,36,7.35,A,Jan-18
10,MORTGAGE,67000,Source Verified,22.14,2,435701,84690,0,debt_consolidation,6000,36,7.96,A,Mar-18
10,OWN,80000,Source Verified,33.37,0,60200,47334,0,debt_consolidation,20000,36,20.39,D,Feb-18
NA,OWN,10800,Verified,92.67,2,52399,35789,0,home_improvement,20000,60,15.05,C,Feb-18
10,MORTGAGE,70000,Not Verified,17.64,0,251365,43258,0,home_improvement,12000,36,7.96,A,Mar-18
4,RENT,35000,Not Verified,18.42,0,68589,21457,0,credit_card,5000,36,5.32,A,Jan-18
3,RENT,37000,Not Verified,30.62,2,124982,135407,0,debt_consolidation,15000,36,14.08,C,Jan-18
10,RENT,114000,Verified,13.23,3,108242,90747,1,debt_consolidation,15000,36,18.45,D,Mar-18
10,OWN,20000,Source Verified,34.72,0,57045,29717,1,credit_card,5000,36,6.72,A,Feb-18
10,RENT,61000,Not Verified,13.08,1,96084,69831,0,debt_consolidation,13000,60,17.09,D,Jan-18
NA,OWN,37000,Not Verified,37.46,2,293475,48821,0,debt_consolidation,17975,36,10.9,B,Mar-18
9,RENT,41600,Verified,27.03,0,102067,31220,0,debt_consolidation,28275,60,13.58,C,Mar-18
10,MORTGAGE,57056.62,Verified,3.85,3,387758,57499,0,vacation,11000,60,14.08,C,Feb-18
10,MORTGAGE,70000,Source Verified,25.73,1,271396,48009,0,credit_card,25000,60,6.72,A,Feb-18
0,OWN,24000,Not Verified,9.2,2,15400,4503,0,debt_consolidation,3300,36,9.43,B,Mar-18
2,RENT,60000,Source Verified,27.16,0,312344,264416,0,credit_card,30000,60,11.99,B,Feb-18
1,RENT,70000,Not Verified,9.69,0,76838,78201,0,credit_card,7200,36,11.98,B,Feb-18
10,MORTGAGE,57000,Verified,16.02,2,179700,30329,0,house,30000,60,10.42,B,Jan-18
5,RENT,150000,Source Verified,7.05,0,76200,70799,0,debt_consolidation,25000,36,11.98,B,Mar-18
4,RENT,33000,Source Verified,27.2,0,48470,30449,0,credit_card,20000,60,7.96,A,Mar-18
10,MORTGAGE,68000,Not Verified,11.22,5,324652,24577,0,other,4000,36,9.93,B,Jan-18
8,RENT,152000,Source Verified,13.42,0,69009,60480,0,debt_consolidation,40000,36,9.43,B,Feb-18
0,RENT,78000,Verified,17.22,2,187355,169469,0,debt_consolidation,40000,36,10.41,B,Feb-18
0,RENT,50000,Source Verified,15.67,2,57162,33499,0,debt_consolidation,13000,36,7.34,A,Mar-18
1,RENT,50000,Source Verified,18.19,2,124442,118564,0,debt_consolidation,15000,36,14.07,C,Mar-18
0,RENT,57000,Not Verified,14.11,1,42000,23645,0,debt_consolidation,27000,60,10.42,B,Feb-18
9,MORTGAGE,63000,Source Verified,20.27,3,275007,32606,0,credit_card,13000,36,7.97,A,Feb-18
4,MORTGAGE,80000,Verified,10.91,2,548209,42661,0,debt_consolidation,15000,60,21.45,D,Jan-18
0,RENT,50000,Source Verified,1.8,3,16846,12088,0,vacation,3000,36,21.45,D,Feb-18
3,MORTGAGE,114000,Verified,19.66,6,461620,100251,0,other,21600,60,26.77,E,Mar-18
10,MORTGAGE,76500,Verified,27.48,3,195845,80848,0,debt_consolidation,35000,60,20.39,D,Mar-18
10,RENT,72000,Not Verified,24.28,0,82729,49545,0,vacation,2500,36,10.42,B,Feb-18
10,RENT,112000,Source Verified,12.36,2,42348,24644,0,other,4000,36,17.47,D,Mar-18
6,MORTGAGE,37400,Not Verified,21.53,4,154632,30121,0,credit_card,10000,60,7.34,A,Feb-18
4,RENT,26000,Verified,14.08,0,224669,15004,0,debt_consolidation,6400,36,7.35,A,Mar-18
NA,RENT,25000,Source Verified,9.84,1,6500,6420,0,debt_consolidation,6900,36,17.09,D,Jan-18
10,MORTGAGE,100000,Source Verified,38.49,4,254502,106927,0,car,6000,36,13.59,C,Jan-18
3,MORTGAGE,74500,Not Verified,1.98,1,205305,5507,0,car,3000,36,6.07,A,Mar-18
10,OWN,95000,Verified,55.61,0,291230,227477,0,medical,10000,36,9.93,B,Feb-18
10,MORTGAGE,70000,Not Verified,11.06,2,181197,23181,0,debt_consolidation,12000,36,9.44,B,Jan-18
10,MORTGAGE,40000,Not Verified,39.03,1,404473,44067,0,debt_consolidation,16000,36,11.99,B,Feb-18
1,RENT,79000,Not Verified,29.17,2,135468,86207,0,debt_consolidation,30000,60,25.82,E,Jan-18
1,RENT,41000,Source Verified,27.43,5,53595,31394,0,debt_consolidation,10800,60,19.03,D,Jan-18
5,RENT,73000,Verified,12.13,2,474518,65723,0,credit_card,12000,36,10.41,B,Feb-18
1,RENT,25000,Source Verified,7.06,0,6500,6460,0,home_improvement,6000,36,12.61,C,Mar-18
5,MORTGAGE,86000,Not Verified,2.96,1,21400,3479,0,car,6500,36,6.71,A,Mar-18
5,RENT,33000,Not Verified,5.78,0,19900,5546,0,car,6000,36,10.42,B,Jan-18
NA,RENT,75000,Verified,32.86,4,176455,64451,1,credit_card,7500,36,18.06,D,Feb-18
5,RENT,45000,Source Verified,10.6,1,46100,15478,0,credit_card,10000,36,6.08,A,Feb-18
2,RENT,114000,Source Verified,11.2,0,57475,40907,0,credit_card,27500,36,7.97,A,Jan-18
5,MORTGAGE,48000,Source Verified,44.35,2,112353,59772,1,debt_consolidation,25875,60,24.85,E,Jan-18
2,RENT,45000,Source Verified,16.11,2,31082,28080,0,debt_consolidation,6000,36,15.04,C,Mar-18
3,MORTGAGE,90000,Not Verified,10.15,1,260924,23845,1,debt_consolidation,40000,60,21.45,D,Jan-18
6,RENT,55000,Not Verified,23.35,1,73554,50831,0,credit_card,2500,36,17.09,D,Jan-18
1,RENT,36000,Source Verified,4.87,7,6250,1566,0,small_business,7000,36,20,D,Feb-18
3,RENT,120000,Not Verified,8.25,0,50774,14393,1,debt_consolidation,8000,36,9.44,B,Feb-18
2,OWN,42000,Not Verified,16.49,1,26675,7312,0,other,12000,60,15.04,C,Mar-18
10,MORTGAGE,79500,Source Verified,16.05,1,421811,46483,0,debt_consolidation,15000,60,20.39,D,Mar-18
0,RENT,42000,Not Verified,5.83,1,18800,5534,0,debt_consolidation,4000,36,7.97,A,Jan-18
10,RENT,35000,Source Verified,21.5,2,30795,18837,0,other,6500,36,11.98,B,Mar-18
8,OWN,250000,Verified,2.58,2,72300,14635,0,home_improvement,40000,36,6.07,A,Mar-18
2,MORTGAGE,41000,Verified,41.51,3,110858,87186,0,home_improvement,32000,60,21.45,D,Jan-18
10,RENT,69000,Not Verified,11.83,0,47422,29655,0,vacation,10000,36,9.44,B,Mar-18
2,RENT,69200,Source Verified,5.03,0,17700,5276,1,medical,15000,36,9.43,B,Mar-18
NA,MORTGAGE,35000,Source Verified,10.67,3,122900,7527,1,home_improvement,12000,60,21.85,D,Feb-18
10,MORTGAGE,220000,Source Verified,7.52,1,285908,57734,0,debt_consolidation,24000,60,11.99,B,Feb-18
